id,first_name,last_name,season,avg,hits,atBats,obp,slg,ops,homeRuns
641343,Jake,Bauers,2023,.202,49,242,.279,.413,.692,12
641343,Jake,Bauers,2024,.199,60,302,.301,.361,.662,12
641343,Jake,Bauers,2025,.235,43,183,.353,.399,.752,7
641343,Jake,Bauers,2026,.237,18,76,.301,.461,.762,5
691781,Brady,House,2025,.234,61,261,.252,.322,.574,4
691781,Brady,House,2026,.239,22,92,.286,.348,.634,2
668885,Austin,Martin,2024,.253,59,233,.318,.352,.670,1
668885,Austin,Martin,2025,.282,44,156,.374,.365,.739,1
668885,Austin,Martin,2026,.311,14,45,.492,.444,.936,1
547973,Aroldis,Chapman,2010,.000,0,0,.000,.000,.000,0
547973,Aroldis,Chapman,2011,.000,0,0,.000,.000,.000,0
547973,Aroldis,Chapman,2012,.000,0,0,.000,.000,.000,0
547973,Aroldis,Chapman,2013,.000,0,1,.000,.000,.000,0
547973,Aroldis,Chapman,2014,.000,0,0,.000,.000,.000,0
547973,Aroldis,Chapman,2015,.000,0,1,.000,.000,.000,0
547973,Aroldis,Chapman,2016,.000,0,0,.000,.000,.000,0
547973,Aroldis,Chapman,2016,.000,0,0,.000,.000,.000,0
547973,Aroldis,Chapman,2016,.000,0,0,.000,.000,.000,0
547973,Aroldis,Chapman,2017,.000,0,0,.000,.000,.000,0
547973,Aroldis,Chapman,2018,.000,0,0,.000,.000,.000,0
547973,Aroldis,Chapman,2019,.000,0,0,.000,.000,.000,0
547973,Aroldis,Chapman,2021,.000,0,0,.000,.000,.000,0
547973,Aroldis,Chapman,2023,.000,0,0,.000,.000,.000,0
547973,Aroldis,Chapman,2025,.000,0,0,.000,.000,.000,0
547973,Aroldis,Chapman,2026,.000,0,0,.000,.000,.000,0
664954,Brett,Sullivan,2023,.210,17,81,.244,.284,.528,1
664954,Brett,Sullivan,2024,.188,3,16,.235,.375,.610,1
664954,Brett,Sullivan,2025,.167,1,6,.333,.167,.500,0
664954,Brett,Sullivan,2026,.257,9,35,.278,.343,.621,0
699912,Jose,Fernandez,2026,.313,21,67,.333,.433,.766,2
683083,Nasim,Nuñez,2024,.246,15,61,.370,.262,.632,0
683083,Nasim,Nuñez,2025,.232,19,82,.297,.402,.699,4
683083,Nasim,Nuñez,2026,.173,13,75,.271,.187,.458,0
623454,Drew,Anderson,2017,.000,0,0,.000,.000,.000,0
623454,Drew,Anderson,2018,.000,0,3,.000,.000,.000,0
623454,Drew,Anderson,2019,.000,0,1,.000,.000,.000,0
593974,Wandy,Peralta,2016,.000,0,0,.000,.000,.000,0
593974,Wandy,Peralta,2017,.000,0,0,.000,.000,.000,0
593974,Wandy,Peralta,2018,.000,0,1,.000,.000,.000,0
593974,Wandy,Peralta,2019,.000,0,0,.000,.000,.000,0
593974,Wandy,Peralta,2019,.000,0,0,.000,.000,.000,0
593974,Wandy,Peralta,2019,.000,0,0,.000,.000,.000,0
593974,Wandy,Peralta,2021,.000,0,0,.000,.000,.000,0
593974,Wandy,Peralta,2021,.000,0,0,.000,.000,.000,0
593974,Wandy,Peralta,2021,.000,0,0,.000,.000,.000,0
656641,Jacob,Latz,2024,.000,0,0,.000,.000,.000,0
573124,Taylor,Rogers,2016,.000,0,0,.000,.000,.000,0
573124,Taylor,Rogers,2017,.000,0,0,.000,.000,.000,0
573124,Taylor,Rogers,2018,.000,0,0,.000,.000,.000,0
573124,Taylor,Rogers,2019,.000,0,0,.000,.000,.000,0
573124,Taylor,Rogers,2021,.000,0,0,.000,.000,.000,0
573124,Taylor,Rogers,2022,.000,0,0,.000,.000,.000,0
573124,Taylor,Rogers,2023,.000,0,0,.000,.000,.000,0
672335,Cionel,Pérez,2018,.000,0,0,.000,.000,.000,0
672335,Cionel,Pérez,2019,.000,0,0,.000,.000,.000,0
672335,Cionel,Pérez,2021,.000,0,2,.000,.000,.000,0
672335,Cionel,Pérez,2022,.000,0,0,.000,.000,.000,0
672335,Cionel,Pérez,2023,.000,0,0,.000,.000,.000,0
672335,Cionel,Pérez,2025,.000,0,0,.000,.000,.000,0
660670,Ronald,Acuña,2018,.293,127,433,.366,.552,.918,26
660670,Ronald,Acuña,2019,.280,175,626,.365,.518,.883,41
660670,Ronald,Acuña,2020,.250,40,160,.406,.581,.987,14
660670,Ronald,Acuña,2021,.283,84,297,.394,.596,.990,24
660670,Ronald,Acuña,2022,.266,124,467,.351,.413,.764,15
660670,Ronald,Acuña,2023,.337,217,643,.416,.596,1.012,41
660670,Ronald,Acuña,2024,.250,48,192,.351,.365,.716,4
660670,Ronald,Acuña,2025,.290,98,338,.417,.518,.935,21
660670,Ronald,Acuña,2026,.232,23,99,.339,.333,.672,1
666969,Adolis,García,2018,.118,2,17,.118,.176,.294,0
666969,Adolis,García,2020,.000,0,6,.143,.000,.143,0
666969,Adolis,García,2021,.243,141,581,.286,.454,.740,31
666969,Adolis,García,2022,.250,151,605,.300,.456,.756,27
666969,Adolis,García,2023,.245,136,555,.328,.508,.836,39
666969,Adolis,García,2024,.224,130,580,.284,.400,.684,25
666969,Adolis,García,2025,.227,115,507,.271,.394,.665,19
666969,Adolis,García,2026,.212,18,85,.299,.329,.628,2
680728,Adrian,Del Castillo,2024,.313,25,80,.368,.525,.893,4
680728,Adrian,Del Castillo,2025,.242,29,120,.290,.392,.682,4
680728,Adrian,Del Castillo,2026,.282,11,39,.300,.436,.736,1
663604,Brandon,Lockridge,2024,.167,2,12,.167,.417,.584,1
663604,Brandon,Lockridge,2025,.216,19,88,.258,.261,.519,0
663604,Brandon,Lockridge,2025,.261,12,46,.308,.370,.678,0
663604,Brandon,Lockridge,2025,.231,31,134,.276,.299,.575,0
663604,Brandon,Lockridge,2026,.274,17,62,.348,.323,.671,0
679775,Kyle,Backhus,2025,.000,0,0,.000,.000,.000,0
657756,Connor,Seabold,2025,.000,0,0,.000,.000,.000,0
676571,PJ,Poulin,2025,.000,0,0,.000,.000,.000,0
668930,Brice,Turang,2023,.218,88,404,.285,.300,.585,6
668930,Brice,Turang,2024,.254,142,559,.316,.349,.665,7
668930,Brice,Turang,2025,.288,168,584,.359,.435,.794,18
668930,Brice,Turang,2026,.280,23,82,.412,.512,.924,4
650633,Michael,King,2021,.000,0,0,.000,.000,.000,0
571657,Kyle,Farmer,2017,.300,6,20,.300,.350,.650,0
571657,Kyle,Farmer,2018,.235,16,68,.312,.324,.636,0
571657,Kyle,Farmer,2019,.230,42,183,.279,.410,.689,9
571657,Kyle,Farmer,2020,.266,17,64,.329,.313,.642,0
571657,Kyle,Farmer,2021,.263,127,483,.316,.416,.732,16
571657,Kyle,Farmer,2022,.255,134,526,.315,.386,.701,14
571657,Kyle,Farmer,2023,.256,86,336,.317,.408,.725,11
571657,Kyle,Farmer,2024,.214,46,215,.293,.353,.646,5
571657,Kyle,Farmer,2025,.227,63,277,.280,.365,.645,8
571657,Kyle,Farmer,2026,.333,2,6,.286,.500,.786,0
657277,Logan,Webb,2019,.111,1,9,.200,.111,.311,0
657277,Logan,Webb,2021,.130,6,46,.167,.283,.450,1
678246,Miguel,Vargas,2022,.170,8,47,.200,.255,.455,1
678246,Miguel,Vargas,2023,.195,50,256,.305,.367,.672,7
678246,Miguel,Vargas,2024,.239,17,71,.313,.423,.736,3
678246,Miguel,Vargas,2024,.104,14,135,.217,.170,.387,2
678246,Miguel,Vargas,2024,.150,31,206,.249,.257,.506,5
678246,Miguel,Vargas,2025,.234,118,504,.316,.401,.717,16
678246,Miguel,Vargas,2026,.190,16,84,.330,.429,.759,5
605280,Clay,Holmes,2018,.000,0,6,.000,.000,.000,0
605280,Clay,Holmes,2019,.000,0,5,.000,.000,.000,0
605280,Clay,Holmes,2021,.000,0,1,.000,.000,.000,0
605280,Clay,Holmes,2021,.000,0,0,.000,.000,.000,0
605280,Clay,Holmes,2021,.000,0,1,.000,.000,.000,0
642086,Dominic,Smith,2017,.198,33,167,.262,.395,.657,9
642086,Dominic,Smith,2018,.224,32,143,.255,.420,.675,5
642086,Dominic,Smith,2019,.282,50,177,.355,.525,.880,11
642086,Dominic,Smith,2020,.316,56,177,.377,.616,.993,10
642086,Dominic,Smith,2021,.244,109,446,.304,.363,.667,11
642086,Dominic,Smith,2022,.194,26,134,.276,.284,.560,0
642086,Dominic,Smith,2023,.254,134,527,.326,.366,.692,12
642086,Dominic,Smith,2024,.237,59,249,.317,.390,.707,6
642086,Dominic,Smith,2024,.192,5,26,.276,.269,.545,0
642086,Dominic,Smith,2024,.233,64,275,.313,.378,.691,6
642086,Dominic,Smith,2025,.284,58,204,.333,.417,.750,5
642086,Dominic,Smith,2026,.362,21,58,.387,.603,.990,4
592791,Jameson,Taillon,2016,.094,3,32,.094,.094,.188,0
592791,Jameson,Taillon,2017,.158,6,38,.158,.158,.316,0
592791,Jameson,Taillon,2018,.070,4,57,.086,.088,.174,0
592791,Jameson,Taillon,2019,.250,2,8,.250,.250,.500,0
592791,Jameson,Taillon,2021,.000,0,1,.500,.000,.500,0
596142,Gary,Sánchez,2015,.000,0,2,.000,.000,.000,0
596142,Gary,Sánchez,2016,.299,60,201,.376,.657,1.033,20
596142,Gary,Sánchez,2017,.278,131,471,.345,.531,.876,33
596142,Gary,Sánchez,2018,.186,60,323,.291,.406,.697,18
596142,Gary,Sánchez,2019,.232,92,396,.316,.525,.841,34
596142,Gary,Sánchez,2020,.147,23,156,.253,.365,.618,10
596142,Gary,Sánchez,2021,.204,78,383,.307,.423,.730,23
596142,Gary,Sánchez,2022,.205,86,419,.282,.377,.659,16
596142,Gary,Sánchez,2023,.167,1,6,.143,.167,.310,0
596142,Gary,Sánchez,2023,.218,51,234,.292,.500,.792,19
596142,Gary,Sánchez,2023,.217,52,240,.288,.492,.780,19
596142,Gary,Sánchez,2024,.220,54,245,.307,.392,.699,11
596142,Gary,Sánchez,2025,.231,21,91,.297,.418,.715,5
596142,Gary,Sánchez,2026,.236,13,55,.391,.582,.973,5
686894,Joey,Wiemer,2023,.204,75,367,.283,.362,.645,13
686894,Joey,Wiemer,2024,.154,4,26,.185,.154,.339,0
686894,Joey,Wiemer,2024,.000,0,0,1.000,.000,1.000,0
686894,Joey,Wiemer,2024,.154,4,26,.214,.154,.368,0
686894,Joey,Wiemer,2025,.236,13,55,.279,.436,.715,3
686894,Joey,Wiemer,2026,.348,16,46,.434,.630,1.064,3
663485,Cole,Sands,2023,.000,0,0,.000,.000,.000,0
657514,Brennan,Bernardino,2024,.000,0,0,.000,.000,.000,0
657514,Brennan,Bernardino,2025,.000,0,0,.000,.000,.000,0
595014,Blake,Treinen,2014,.083,1,12,.154,.083,.237,0
595014,Blake,Treinen,2015,.000,0,2,.000,.000,.000,0
595014,Blake,Treinen,2016,.000,0,0,.000,.000,.000,0
595014,Blake,Treinen,2017,.000,0,0,.000,.000,.000,0
595014,Blake,Treinen,2017,.000,0,0,.000,.000,.000,0
595014,Blake,Treinen,2017,.000,0,0,.000,.000,.000,0
595014,Blake,Treinen,2018,.000,0,0,.000,.000,.000,0
595014,Blake,Treinen,2019,.000,0,0,.000,.000,.000,0
595014,Blake,Treinen,2021,.000,0,0,.000,.000,.000,0
807713,Matt,Shaw,2025,.226,89,393,.295,.394,.689,13
807713,Matt,Shaw,2026,.305,18,59,.344,.492,.836,2
605288,Adrian,Houser,2015,.000,0,0,.000,.000,.000,0
605288,Adrian,Houser,2018,.000,0,0,.000,.000,.000,0
605288,Adrian,Houser,2019,.045,1,22,.125,.091,.216,0
605288,Adrian,Houser,2021,.071,3,42,.114,.214,.328,2
686823,Will,Brennan,2022,.357,15,42,.400,.500,.900,1
686823,Will,Brennan,2023,.266,115,432,.299,.356,.655,5
686823,Will,Brennan,2024,.264,87,330,.309,.388,.697,8
686823,Will,Brennan,2025,.091,1,11,.231,.091,.322,0
686823,Will,Brennan,2026,.000,0,4,.000,.000,.000,0
678554,Curtis,Mead,2023,.253,21,83,.326,.349,.675,1
678554,Curtis,Mead,2024,.238,29,122,.282,.287,.569,1
678554,Curtis,Mead,2025,.226,26,115,.318,.339,.657,3
678554,Curtis,Mead,2025,.240,30,125,.280,.304,.584,0
678554,Curtis,Mead,2025,.233,56,240,.299,.321,.620,3
678554,Curtis,Mead,2026,.200,10,50,.273,.440,.713,3
680777,Ryan,Jeffers,2020,.273,15,55,.355,.436,.791,3
680777,Ryan,Jeffers,2021,.199,53,267,.270,.401,.671,14
680777,Ryan,Jeffers,2022,.208,44,212,.285,.363,.648,7
680777,Ryan,Jeffers,2023,.276,79,286,.369,.490,.859,14
680777,Ryan,Jeffers,2024,.226,93,412,.300,.432,.732,21
680777,Ryan,Jeffers,2025,.266,108,406,.356,.397,.753,9
680777,Ryan,Jeffers,2026,.263,15,57,.391,.439,.830,2
678489,Jorge,Barrosa,2024,.176,3,17,.176,.294,.470,0
678489,Jorge,Barrosa,2025,.141,10,71,.169,.225,.394,1
678489,Jorge,Barrosa,2026,.222,12,54,.276,.444,.720,1
663656,Kyle,Tucker,2018,.141,9,64,.236,.203,.439,0
663656,Kyle,Tucker,2019,.269,18,67,.319,.537,.856,4
663656,Kyle,Tucker,2020,.268,56,209,.325,.512,.837,9
663656,Kyle,Tucker,2021,.294,149,506,.359,.557,.916,30
663656,Kyle,Tucker,2022,.257,140,544,.330,.478,.808,30
663656,Kyle,Tucker,2023,.284,163,574,.369,.517,.886,29
663656,Kyle,Tucker,2024,.289,80,277,.408,.585,.993,23
663656,Kyle,Tucker,2025,.266,133,500,.377,.464,.841,22
663656,Kyle,Tucker,2026,.231,21,91,.317,.352,.669,3
663372,Ryan,Feltner,2021,.000,0,1,.000,.000,.000,0
678662,Ezequiel,Tovar,2022,.212,7,33,.257,.333,.590,1
678662,Ezequiel,Tovar,2023,.253,147,581,.287,.408,.695,15
678662,Ezequiel,Tovar,2024,.269,176,655,.295,.469,.764,26
678662,Ezequiel,Tovar,2025,.253,91,360,.294,.400,.694,9
678662,Ezequiel,Tovar,2026,.211,19,90,.253,.333,.586,1
657757,Gavin,Sheets,2021,.250,40,160,.324,.506,.830,11
657757,Gavin,Sheets,2022,.241,91,377,.295,.411,.706,15
657757,Gavin,Sheets,2023,.203,63,311,.267,.331,.598,10
657757,Gavin,Sheets,2024,.233,105,451,.303,.357,.660,10
657757,Gavin,Sheets,2025,.252,124,492,.317,.429,.746,19
657757,Gavin,Sheets,2026,.219,16,73,.260,.425,.685,2
681624,Andy,Pages,2024,.248,100,403,.305,.407,.712,13
681624,Andy,Pages,2025,.272,158,581,.313,.461,.774,27
681624,Andy,Pages,2026,.349,30,86,.400,.570,.970,5
621237,José,Alvarado,2018,.000,0,0,.000,.000,.000,0
621237,José,Alvarado,2019,.000,0,0,.000,.000,.000,0
621237,José,Alvarado,2021,.000,0,0,.000,.000,.000,0
621237,José,Alvarado,2022,.000,0,1,.000,.000,.000,0
594798,Jacob,deGrom,2014,.217,10,46,.234,.261,.495,0
594798,Jacob,deGrom,2015,.186,11,59,.226,.203,.429,0
594798,Jacob,deGrom,2016,.143,6,42,.200,.167,.367,0
594798,Jacob,deGrom,2017,.211,15,71,.233,.268,.501,1
594798,Jacob,deGrom,2018,.164,11,67,.211,.179,.390,0
594798,Jacob,deGrom,2019,.200,13,65,.246,.323,.569,2
594798,Jacob,deGrom,2021,.364,12,33,.364,.394,.758,0
693307,Dillon,Dingler,2024,.167,14,84,.195,.310,.505,1
693307,Dillon,Dingler,2025,.278,121,435,.327,.425,.752,13
693307,Dillon,Dingler,2026,.263,20,76,.341,.513,.854,5
694208,Moisés,Ballesteros,2025,.298,17,57,.394,.474,.868,2
694208,Moisés,Ballesteros,2026,.380,19,50,.429,.620,1.049,3
671277,Luis,García,2020,.276,37,134,.302,.366,.668,2
671277,Luis,García,2021,.242,57,236,.275,.411,.686,6
671277,Luis,García,2022,.275,99,360,.295,.408,.703,7
671277,Luis,García,2023,.266,119,447,.304,.385,.689,9
671277,Luis,García,2024,.282,141,500,.318,.444,.762,18
671277,Luis,García,2025,.252,123,488,.289,.412,.701,16
671277,Luis,García,2026,.244,20,82,.279,.354,.633,1
624641,Edmundo,Sosa,2018,.000,0,2,.333,.000,.333,0
624641,Edmundo,Sosa,2019,.250,2,8,.400,.250,.650,0
624641,Edmundo,Sosa,2021,.271,78,288,.346,.389,.735,6
624641,Edmundo,Sosa,2022,.189,23,122,.244,.270,.514,0
624641,Edmundo,Sosa,2022,.315,17,54,.345,.593,.938,2
624641,Edmundo,Sosa,2022,.227,40,176,.275,.369,.644,2
624641,Edmundo,Sosa,2023,.251,70,279,.293,.427,.720,10
624641,Edmundo,Sosa,2024,.257,64,249,.313,.422,.735,7
624641,Edmundo,Sosa,2025,.276,67,243,.307,.469,.776,11
624641,Edmundo,Sosa,2026,.265,9,34,.306,.441,.747,1
571448,Nolan,Arenado,2013,.267,130,486,.301,.405,.706,10
571448,Nolan,Arenado,2014,.287,124,432,.328,.500,.828,18
571448,Nolan,Arenado,2015,.287,177,616,.323,.575,.898,42
571448,Nolan,Arenado,2016,.294,182,618,.362,.570,.932,41
571448,Nolan,Arenado,2017,.309,187,606,.373,.586,.959,37
571448,Nolan,Arenado,2018,.297,175,590,.374,.561,.935,38
571448,Nolan,Arenado,2019,.315,185,588,.379,.583,.962,41
571448,Nolan,Arenado,2020,.253,46,182,.303,.434,.737,8
571448,Nolan,Arenado,2021,.255,151,593,.312,.494,.806,34
571448,Nolan,Arenado,2022,.293,163,557,.358,.533,.891,30
571448,Nolan,Arenado,2023,.266,149,560,.315,.459,.774,26
571448,Nolan,Arenado,2024,.272,157,578,.325,.394,.719,16
571448,Nolan,Arenado,2025,.237,95,401,.289,.377,.666,12
571448,Nolan,Arenado,2026,.259,21,81,.282,.432,.714,4
669224,Austin,Wells,2023,.229,16,70,.257,.486,.743,4
669224,Austin,Wells,2024,.229,81,354,.322,.395,.717,13
669224,Austin,Wells,2025,.219,88,401,.275,.436,.711,21
669224,Austin,Wells,2026,.175,10,57,.324,.246,.570,1
645277,Ozzie,Albies,2017,.286,62,217,.354,.456,.810,6
645277,Ozzie,Albies,2018,.261,167,639,.305,.452,.757,24
645277,Ozzie,Albies,2019,.295,189,640,.352,.500,.852,24
645277,Ozzie,Albies,2020,.271,32,118,.306,.466,.772,6
645277,Ozzie,Albies,2021,.259,163,629,.310,.488,.798,30
645277,Ozzie,Albies,2022,.247,61,247,.294,.409,.703,8
645277,Ozzie,Albies,2023,.280,167,596,.336,.513,.849,33
645277,Ozzie,Albies,2024,.251,100,399,.303,.404,.707,10
645277,Ozzie,Albies,2025,.240,145,603,.306,.365,.671,16
645277,Ozzie,Albies,2026,.297,30,101,.342,.475,.817,5
650859,Luis,Rengifo,2019,.238,85,357,.321,.364,.685,7
650859,Luis,Rengifo,2020,.156,14,90,.269,.200,.469,1
650859,Luis,Rengifo,2021,.201,35,174,.246,.310,.556,6
650859,Luis,Rengifo,2022,.264,129,489,.294,.429,.723,17
650859,Luis,Rengifo,2023,.264,104,394,.339,.444,.783,16
650859,Luis,Rengifo,2024,.300,85,283,.347,.417,.764,6
650859,Luis,Rengifo,2025,.238,119,501,.287,.335,.622,9
650859,Luis,Rengifo,2026,.179,12,67,.253,.269,.522,0
643376,Danny,Jansen,2018,.247,20,81,.347,.432,.779,3
643376,Danny,Jansen,2019,.207,72,347,.279,.360,.639,13
643376,Danny,Jansen,2020,.183,22,120,.313,.358,.671,6
643376,Danny,Jansen,2021,.223,41,184,.299,.473,.772,11
643376,Danny,Jansen,2022,.260,56,215,.339,.516,.855,15
643376,Danny,Jansen,2023,.228,61,268,.312,.474,.786,17
643376,Danny,Jansen,2024,.212,42,198,.303,.369,.672,6
643376,Danny,Jansen,2024,.188,15,80,.323,.300,.623,3
643376,Danny,Jansen,2024,.205,57,278,.309,.349,.658,9
643376,Danny,Jansen,2025,.204,45,221,.314,.389,.703,11
643376,Danny,Jansen,2025,.254,17,67,.346,.433,.779,3
643376,Danny,Jansen,2025,.215,62,288,.321,.399,.720,14
643376,Danny,Jansen,2026,.222,12,54,.276,.352,.628,1
686452,Drew,Millas,2023,.286,8,28,.375,.464,.839,1
686452,Drew,Millas,2024,.246,14,57,.306,.316,.622,1
686452,Drew,Millas,2025,.306,15,49,.358,.449,.807,0
686452,Drew,Millas,2026,.171,7,41,.244,.220,.464,0
694025,Felix,Reyes,2026,.214,3,14,.214,.429,.643,1
641743,Anthony,Kay,2023,.000,0,0,.000,.000,.000,0
666397,Edouard,Julien,2023,.263,89,338,.381,.459,.840,16
666397,Edouard,Julien,2024,.199,53,266,.292,.323,.615,8
666397,Edouard,Julien,2025,.220,40,182,.309,.324,.633,3
666397,Edouard,Julien,2026,.270,17,63,.361,.349,.710,1
675659,Greg,Jones,2024,.200,1,5,.333,.800,1.133,1
675659,Greg,Jones,2025,.000,0,2,.000,.000,.000,0
675659,Greg,Jones,2026,.200,2,10,.200,.200,.400,0
701678,Hao-Yu ,Lee,2026,.214,3,14,.267,.286,.553,0
656941,Kyle,Schwarber,2015,.246,57,232,.355,.487,.842,16
656941,Kyle,Schwarber,2016,.000,0,4,.200,.000,.200,0
656941,Kyle,Schwarber,2017,.211,89,422,.315,.467,.782,30
656941,Kyle,Schwarber,2018,.238,102,428,.356,.467,.823,26
656941,Kyle,Schwarber,2019,.250,132,529,.339,.531,.870,38
656941,Kyle,Schwarber,2020,.188,36,191,.308,.393,.701,11
656941,Kyle,Schwarber,2021,.253,67,265,.340,.570,.910,25
656941,Kyle,Schwarber,2021,.291,39,134,.435,.522,.957,7
656941,Kyle,Schwarber,2021,.266,106,399,.374,.554,.928,32
656941,Kyle,Schwarber,2022,.218,126,577,.323,.504,.827,46
656941,Kyle,Schwarber,2023,.197,115,585,.343,.474,.817,47
656941,Kyle,Schwarber,2024,.248,142,573,.366,.485,.851,38
656941,Kyle,Schwarber,2025,.240,145,604,.365,.563,.928,56
656941,Kyle,Schwarber,2026,.200,18,90,.339,.511,.850,8
592518,Manny,Machado,2012,.262,50,191,.294,.445,.739,7
592518,Manny,Machado,2013,.283,189,667,.314,.432,.746,14
592518,Manny,Machado,2014,.278,91,327,.324,.431,.755,12
592518,Manny,Machado,2015,.286,181,633,.359,.502,.861,35
592518,Manny,Machado,2016,.294,188,640,.343,.533,.876,37
592518,Manny,Machado,2017,.259,163,630,.310,.471,.781,33
592518,Manny,Machado,2018,.315,115,365,.387,.575,.962,24
592518,Manny,Machado,2018,.273,73,267,.338,.487,.825,13
592518,Manny,Machado,2018,.297,188,632,.367,.538,.905,37
592518,Manny,Machado,2019,.256,150,587,.334,.462,.796,32
592518,Manny,Machado,2020,.304,68,224,.370,.580,.950,16
592518,Manny,Machado,2021,.278,157,564,.347,.489,.836,28
592518,Manny,Machado,2022,.298,172,578,.366,.531,.897,32
592518,Manny,Machado,2023,.258,140,543,.319,.462,.781,30
592518,Manny,Machado,2024,.275,163,593,.325,.472,.797,29
592518,Manny,Machado,2025,.275,169,615,.335,.460,.795,27
592518,Manny,Machado,2026,.190,15,79,.327,.291,.618,2
641555,J.C.,Escarra,2025,.202,17,84,.296,.333,.629,2
641555,J.C.,Escarra,2026,.158,3,19,.200,.316,.516,0
677588,José,Tena,2023,.226,7,31,.294,.290,.584,0
677588,José,Tena,2024,.000,0,4,.000,.000,.000,0
677588,José,Tena,2024,.274,43,157,.305,.363,.668,3
677588,José,Tena,2024,.267,43,161,.298,.354,.652,3
677588,José,Tena,2025,.243,37,152,.314,.355,.669,0
677588,José,Tena,2026,.267,12,45,.313,.289,.602,0
696030,Alejandro,Osuna,2025,.212,32,151,.313,.278,.591,2
687221,Dalton,Rushing,2025,.204,29,142,.258,.324,.582,4
687221,Dalton,Rushing,2026,.433,13,30,.469,1.200,1.669,7
641835,Tim,Mayza,2017,.000,0,0,.000,.000,.000,0
641835,Tim,Mayza,2018,.000,0,0,.000,.000,.000,0
641835,Tim,Mayza,2019,.000,0,0,.000,.000,.000,0
641835,Tim,Mayza,2021,.000,0,0,.000,.000,.000,0
641835,Tim,Mayza,2023,.000,0,0,.000,.000,.000,0
671976,Tristan,Peters,2025,.000,0,12,.000,.000,.000,0
671976,Tristan,Peters,2026,.255,13,51,.309,.314,.623,0
666971,Lourdes,Gurriel,2018,.281,70,249,.309,.446,.755,11
666971,Lourdes,Gurriel,2019,.277,87,314,.327,.541,.868,20
666971,Lourdes,Gurriel,2020,.308,64,208,.348,.534,.882,11
666971,Lourdes,Gurriel,2021,.276,138,500,.319,.466,.785,21
666971,Lourdes,Gurriel,2022,.291,132,453,.343,.400,.743,5
666971,Lourdes,Gurriel,2023,.261,144,551,.309,.463,.772,24
666971,Lourdes,Gurriel,2024,.279,143,513,.322,.435,.757,18
666971,Lourdes,Gurriel,2025,.248,124,500,.295,.418,.713,19
666971,Lourdes,Gurriel,2026,.063,1,16,.118,.063,.181,0
669477,Casey,Schmitt,2023,.206,52,253,.255,.324,.579,5
669477,Casey,Schmitt,2024,.252,27,107,.283,.477,.760,6
669477,Casey,Schmitt,2025,.237,74,312,.305,.401,.706,12
669477,Casey,Schmitt,2026,.282,20,71,.325,.465,.790,2
656811,Ryan,O'Hearn,2018,.262,39,149,.353,.597,.950,12
656811,Ryan,O'Hearn,2019,.195,64,328,.281,.369,.650,14
656811,Ryan,O'Hearn,2020,.195,22,113,.303,.301,.604,2
656811,Ryan,O'Hearn,2021,.225,53,236,.268,.369,.637,9
656811,Ryan,O'Hearn,2022,.239,32,134,.290,.321,.611,1
656811,Ryan,O'Hearn,2023,.289,100,346,.322,.480,.802,14
656811,Ryan,O'Hearn,2024,.264,117,443,.334,.427,.761,15
656811,Ryan,O'Hearn,2025,.283,88,311,.374,.463,.837,13
656811,Ryan,O'Hearn,2025,.276,45,163,.350,.387,.737,4
656811,Ryan,O'Hearn,2025,.281,133,474,.366,.437,.803,17
656811,Ryan,O'Hearn,2026,.325,25,77,.413,.519,.932,4
687551,Drew,Gilbert,2025,.190,19,100,.248,.350,.598,3
687551,Drew,Gilbert,2026,.238,5,21,.304,.381,.685,1
663992,Richard,Lovelady,2019,.000,0,0,.000,.000,.000,0
663992,Richard,Lovelady,2021,.000,0,0,.000,.000,.000,0
575929,Willson,Contreras,2016,.282,71,252,.357,.488,.845,12
575929,Willson,Contreras,2017,.276,104,377,.356,.499,.855,21
575929,Willson,Contreras,2018,.249,118,474,.339,.390,.729,10
575929,Willson,Contreras,2019,.272,98,360,.355,.533,.888,24
575929,Willson,Contreras,2020,.243,46,189,.356,.407,.763,7
575929,Willson,Contreras,2021,.237,98,413,.340,.438,.778,21
575929,Willson,Contreras,2022,.243,101,416,.349,.466,.815,22
575929,Willson,Contreras,2023,.264,113,428,.358,.467,.825,20
575929,Willson,Contreras,2024,.262,79,301,.380,.468,.848,15
575929,Willson,Contreras,2025,.257,126,490,.344,.447,.791,20
575929,Willson,Contreras,2026,.263,21,80,.392,.438,.830,4
680779,Henry,Davis,2023,.213,48,225,.302,.351,.653,7
680779,Henry,Davis,2024,.144,15,104,.242,.212,.454,1
680779,Henry,Davis,2025,.167,42,252,.234,.278,.512,7
680779,Henry,Davis,2026,.167,8,48,.286,.229,.515,0
596133,Luke,Weaver,2016,.385,5,13,.385,.385,.770,0
596133,Luke,Weaver,2017,.158,3,19,.200,.158,.358,0
596133,Luke,Weaver,2018,.158,6,38,.179,.158,.337,0
596133,Luke,Weaver,2019,.105,2,19,.100,.263,.363,1
596133,Luke,Weaver,2021,.105,2,19,.150,.105,.255,0
596133,Luke,Weaver,2022,.000,0,0,.000,.000,.000,0
596133,Luke,Weaver,2026,.000,0,0,.000,.000,.000,0
640455,Sean,Manaea,2016,.000,0,2,.000,.000,.000,0
640455,Sean,Manaea,2017,.000,0,3,.250,.000,.250,0
640455,Sean,Manaea,2018,.200,1,5,.200,.200,.400,0
640455,Sean,Manaea,2021,.500,2,4,.500,.750,1.250,0
