id,name,season,age,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies
671096,Andrew Abbott,2025,26,29,29,112,229,60,29,1,19,149,43,0,148,3,.235,631,.285,.374,.659,1,12,.923,.077,10,2677,2.87,166.1,10,7,0,0,0,0,53,1.15,684,499,29,1,1,1773,.660,3,0,4,2,236,0.49,.588,16.09,0,3.47,8.06,2.33,8.01,3.25,1.03,0,0,0,3,4
671096,Andrew Abbott,2026,27,7,7,31,34,24,5,1,5,20,14,0,39,0,.317,123,.384,.496,.880,1,7,.875,.125,3,537,6.98,29.2,0,2,0,0,0,0,23,1.79,138,89,7,0,0,325,.610,0,0,0,1,61,0.91,.000,18.10,0,1.43,6.07,4.25,11.83,7.28,1.52,0,0,0,0,1
672335,Cionel Pérez,2018,22,8,0,14,6,5,0,0,3,12,7,0,6,0,.158,38,.289,.395,.684,1,0,.000,1.000,2,220,3.97,11.1,0,0,0,0,0,0,5,1.15,45,34,8,0,0,132,.600,0,0,0,0,15,2.33,.---,19.41,3,1.71,9.53,5.56,4.76,3.97,2.38,2,0,0,0,0
672335,Cionel Pérez,2019,23,5,0,9,11,10,2,0,3,7,2,0,11,0,.289,38,.325,.579,.904,0,0,.---,.---,0,163,10.00,9.0,1,1,0,0,0,0,10,1.44,40,27,5,0,0,98,.600,0,0,0,0,22,0.82,.500,18.11,3,3.50,7.00,2.00,11.00,10.00,3.00,0,0,0,0,0
672335,Cionel Pérez,2020,24,7,0,7,4,2,0,0,0,8,6,1,7,0,.269,26,.406,.269,.675,0,0,.---,.---,0,128,2.84,6.1,0,0,0,0,2,0,2,2.05,32,19,7,0,0,74,.580,0,0,0,0,7,1.75,.---,20.21,1,1.33,11.37,8.53,9.95,2.84,0.00,4,0,0,0,0
672335,Cionel Pérez,2021,25,25,0,25,20,21,2,1,5,25,20,1,21,0,.233,90,.369,.444,.813,2,1,.333,.667,2,454,6.38,24.0,1,2,0,0,0,0,17,1.71,111,72,25,0,0,249,.550,0,0,1,1,40,1.25,.333,18.92,5,1.25,9.38,7.50,7.88,7.88,1.88,11,5,0,0,1
672335,Cionel Pérez,2022,26,66,0,62,49,11,6,0,2,55,21,1,46,1,.220,209,.291,.278,.569,1,2,.667,.333,8,901,1.40,57.2,7,1,1,2,25,1,9,1.16,234,173,66,0,0,577,.640,1,0,4,0,58,1.27,.875,15.62,8,2.62,8.58,3.28,7.18,1.72,0.31,40,13,0,0,3
672335,Cionel Pérez,2023,27,65,0,76,40,30,10,0,2,44,27,3,56,4,.264,212,.357,.340,.697,1,11,.917,.083,5,877,3.54,53.1,4,2,3,4,11,1,21,1.56,247,160,65,0,0,554,.630,4,1,0,0,72,1.90,.667,16.44,13,1.63,7.43,4.56,9.45,5.06,0.34,40,12,0,3,1
672335,Cionel Pérez,2024,28,62,0,65,47,29,12,2,0,46,28,0,47,5,.232,203,.338,.310,.648,0,2,1.000,.000,3,864,4.53,53.2,2,0,2,3,22,1,27,1.40,238,161,62,0,0,531,.610,5,0,6,0,63,1.38,1.000,16.10,9,1.64,7.71,4.70,7.88,4.86,0.00,30,10,0,1,1
672335,Cionel Pérez,2025,29,19,0,29,12,22,6,0,3,21,18,1,28,2,.322,87,.444,.494,.938,0,1,1.000,.000,5,437,8.31,21.2,0,0,0,0,0,0,20,2.12,110,65,19,0,0,271,.620,2,1,1,0,43,2.42,.---,20.17,6,1.17,8.72,7.48,11.63,9.14,1.25,9,3,0,2,1
672335,Cionel Pérez,2026,30,15,0,20,11,12,1,0,2,9,11,0,14,0,.259,54,.385,.389,.774,0,0,.---,.---,2,268,7.07,14.0,2,3,0,0,4,0,11,1.79,65,42,15,0,0,156,.580,0,0,1,0,21,1.82,.400,19.14,3,0.82,5.79,7.07,9.00,7.71,1.29,3,0,0,0,0
675848,Juan Mejia,2025,24,55,0,48,62,34,13,2,6,68,25,1,52,6,.230,226,.319,.385,.704,1,2,.667,.333,5,1074,3.96,61.1,2,2,1,4,12,3,27,1.26,261,184,55,0,0,688,.640,6,0,2,0,87,0.77,.500,17.51,16,2.72,9.98,3.67,7.63,4.99,0.88,18,5,0,1,3
675848,Juan Mejia,2026,25,12,1,7,17,8,1,0,1,16,5,1,19,1,.322,59,.385,.390,.775,0,0,.---,.---,1,287,5.02,14.1,0,2,1,1,2,0,8,1.67,65,43,12,0,0,185,.640,1,0,1,1,23,0.41,.000,20.02,3,3.20,10.05,3.14,11.93,5.02,0.63,2,0,0,0,0
676254,Ryan Walker,2023,27,49,13,53,45,25,13,0,8,78,24,0,61,2,.262,233,.333,.421,.754,5,5,.500,.500,3,1079,3.23,61.1,5,3,1,2,3,1,22,1.39,263,184,49,0,0,702,.650,2,0,3,2,98,1.18,.625,17.59,6,3.25,11.45,3.52,8.95,3.67,1.17,19,9,0,2,2
676254,Ryan Walker,2024,28,76,1,68,64,19,7,1,5,99,18,1,50,9,.179,279,.251,.265,.516,2,8,.800,.200,7,1221,1.91,80.0,10,4,10,14,21,4,17,0.85,308,240,76,0,0,821,.670,9,0,2,1,74,1.06,.714,15.26,22,5.50,11.14,2.03,5.63,2.14,0.56,26,4,0,1,1
676254,Ryan Walker,2025,29,68,0,76,44,32,14,1,4,60,18,2,60,8,.254,236,.326,.373,.699,1,0,.000,1.000,3,1018,4.11,61.1,5,7,17,24,9,7,28,1.27,266,184,68,0,0,657,.650,8,2,1,0,88,1.73,.417,16.60,36,3.33,8.80,2.64,8.80,4.70,0.59,23,8,0,2,2
676254,Ryan Walker,2026,30,12,0,12,11,5,1,0,1,12,6,2,10,0,.222,45,.314,.311,.625,0,0,.---,.---,1,205,3.00,12.0,0,0,3,4,2,1,4,1.33,51,36,12,0,0,130,.630,0,0,1,0,14,1.09,.---,17.08,6,2.00,9.00,4.50,7.50,3.75,0.75,3,1,0,0,0
676571,PJ Poulin,2025,28,28,0,21,24,10,2,0,2,27,13,0,23,2,.247,93,.345,.333,.678,0,3,1.000,.000,3,419,3.65,24.2,2,1,1,3,5,2,10,1.46,110,74,28,0,0,256,.610,2,0,0,0,31,0.88,.667,16.99,6,2.08,9.85,4.74,8.39,3.65,0.73,14,8,0,0,2
676571,PJ Poulin,2026,29,16,4,18,16,7,2,0,3,10,8,0,13,1,.228,57,.333,.421,.754,0,1,1.000,.000,2,274,4.11,15.1,2,0,0,1,3,1,7,1.37,66,46,16,0,0,172,.630,1,0,1,0,24,1.13,1.000,17.87,2,1.25,5.87,4.70,7.63,4.11,1.76,9,5,0,0,0
676917,Cade Cavalli,2022,23,1,1,3,3,7,3,0,0,6,2,0,6,3,.333,18,.478,.500,.978,1,0,.000,1.000,0,99,14.54,4.1,0,1,0,0,0,0,7,1.85,23,13,1,0,0,57,.580,3,0,0,0,9,1.00,.000,22.85,0,3.00,12.46,4.15,12.46,14.54,0.00,0,0,0,0,0
676917,Cade Cavalli,2025,26,10,10,59,42,28,8,1,7,40,15,0,57,4,.289,197,.350,.447,.797,2,5,.714,.286,5,788,4.25,48.2,3,1,0,0,0,0,23,1.48,219,146,10,0,0,522,.660,4,0,3,1,88,1.40,.750,16.19,0,2.67,7.40,2.77,10.54,5.18,1.29,0,0,2,0,1
676917,Cade Cavalli,2026,27,7,7,27,23,17,8,0,1,38,14,0,37,4,.298,124,.385,.387,.772,1,3,.750,.250,3,575,3.82,30.2,1,1,0,0,0,0,13,1.66,143,92,7,0,0,367,.640,4,0,2,0,48,1.17,.500,18.75,0,2.71,11.15,4.11,10.86,4.99,0.29,0,0,0,0,1
678022,Jack Perkins,2025,25,12,4,34,43,18,6,0,4,37,18,0,27,2,.193,140,.292,.321,.613,0,2,1.000,.000,3,637,4.19,38.2,3,2,3,3,1,0,18,1.16,161,116,12,0,0,390,.610,2,0,3,0,45,0.79,.600,16.47,5,2.06,8.61,4.19,6.28,4.19,0.93,2,1,0,0,1
678022,Jack Perkins,2026,26,7,0,9,11,4,2,0,0,16,3,0,10,2,.217,46,.294,.261,.555,0,0,.---,.---,1,192,2.92,12.1,2,0,2,2,0,0,4,1.05,51,37,7,0,0,132,.690,2,0,0,0,12,0.82,1.000,15.57,3,5.33,11.68,2.19,7.30,2.92,0.00,2,0,0,0,0
679775,Kyle Backhus,2025,27,32,0,25,29,14,7,1,3,22,8,0,28,3,.283,99,.348,.465,.813,0,0,.---,.---,3,430,4.62,25.1,0,3,2,4,10,2,13,1.42,115,76,32,0,0,283,.660,3,0,1,0,46,0.86,.000,16.97,10,2.75,7.82,2.84,9.95,4.97,1.07,19,4,0,3,2
679775,Kyle Backhus,2026,28,10,1,11,8,6,0,0,2,10,1,0,11,0,.275,40,.293,.425,.718,0,0,.---,.---,0,161,4.66,9.2,0,0,0,0,0,0,5,1.24,41,29,10,0,0,111,.690,0,0,0,0,17,1.38,.---,16.66,3,10.00,9.31,0.93,10.24,5.59,1.86,8,2,0,0,0
679883,Luinder Avila,2025,23,13,0,15,12,2,3,0,0,16,6,0,7,0,.143,49,.232,.204,.436,0,1,1.000,.000,0,217,1.29,14.0,1,1,0,0,0,0,2,0.93,56,42,13,0,0,133,.610,0,0,0,0,10,1.25,.500,15.50,9,2.67,10.29,3.86,4.50,1.29,0.00,2,0,0,0,1
679883,Luinder Avila,2026,24,3,1,5,5,7,7,0,1,8,4,0,16,0,.471,34,.526,.765,1.291,2,0,.000,1.000,0,155,9.00,7.0,0,1,0,0,0,0,7,2.86,38,21,3,0,0,91,.590,0,0,0,1,26,1.00,.000,22.14,0,2.00,10.29,5.14,20.57,9.00,1.29,1,1,0,0,0
680767,Victor Vodnik,2023,23,6,0,9,5,9,3,0,0,12,3,0,15,0,.366,41,.409,.439,.848,0,2,1.000,.000,0,186,8.31,8.2,1,0,0,0,0,0,8,2.08,44,26,6,0,0,115,.620,0,0,0,0,18,1.80,1.000,21.46,3,4.00,12.46,3.12,15.58,9.35,0.00,2,0,0,0,0
680767,Victor Vodnik,2024,24,64,0,90,55,37,6,4,7,65,37,1,72,1,.257,280,.345,.382,.727,0,3,1.000,.000,10,1341,4.28,73.2,5,4,9,15,6,6,35,1.48,320,221,64,0,0,805,.600,1,0,4,0,107,1.64,.556,18.20,19,1.76,7.94,4.52,8.80,4.52,0.86,31,10,0,1,1
680767,Victor Vodnik,2025,25,52,0,59,36,19,11,1,4,49,26,2,45,0,.239,188,.330,.372,.702,2,0,.000,1.000,8,919,3.02,50.2,4,3,10,15,7,5,17,1.40,215,152,52,0,0,533,.580,0,0,4,0,70,1.64,.571,18.14,31,1.88,8.70,4.62,7.99,3.38,0.71,21,11,0,0,1
680767,Victor Vodnik,2026,26,11,0,11,12,10,2,0,2,10,6,0,17,1,.347,49,.421,.510,.931,0,0,.---,.---,1,207,6.94,11.2,0,2,4,6,0,2,9,1.97,57,35,11,0,0,124,.600,1,0,2,0,25,0.92,.000,17.74,8,1.67,7.71,4.63,13.11,7.71,1.54,4,0,0,0,1
681517,Kyle Leahy,2023,26,3,0,1,2,4,1,1,1,2,5,0,4,1,.444,9,.667,1.111,1.778,0,0,.---,.---,0,58,21.60,1.2,0,1,0,1,0,1,4,5.40,15,5,3,0,0,29,.500,1,0,0,0,10,0.50,.000,34.80,0,0.40,10.80,27.00,21.60,21.60,5.40,0,0,0,0,0
681517,Kyle Leahy,2024,27,33,0,46,61,23,11,0,4,33,10,0,40,1,.225,178,.267,.354,.621,2,0,.000,1.000,5,695,4.07,48.2,1,1,1,1,3,0,22,1.03,191,146,33,0,0,456,.660,1,0,3,0,63,0.75,.500,14.28,14,3.30,6.10,1.85,7.40,4.25,0.74,17,2,0,0,2
681517,Kyle Leahy,2025,28,62,1,91,83,32,16,0,5,80,28,1,80,1,.244,328,.300,.338,.638,2,2,.500,.500,9,1350,3.07,88.0,4,2,1,5,18,4,30,1.23,363,264,62,0,0,888,.660,1,0,5,1,111,1.10,.667,15.34,12,2.86,8.18,2.86,8.18,3.27,0.51,29,11,0,0,6
681517,Kyle Leahy,2026,29,6,6,38,22,18,5,1,6,22,11,0,38,2,.317,120,.383,.525,.908,1,3,.750,.250,5,501,5.52,29.1,3,3,0,0,0,0,18,1.67,134,88,6,0,0,303,.600,2,0,1,0,63,1.73,.500,17.08,0,2.00,6.75,3.38,11.66,5.52,1.84,0,0,1,0,0
681892,Kody Funderburk,2023,26,11,0,10,6,1,1,0,1,19,5,0,6,1,.146,41,.255,.244,.499,1,2,.667,.333,0,192,0.75,12.0,2,0,0,0,2,0,1,0.92,47,36,11,0,0,124,.650,1,0,0,1,10,1.67,1.000,16.00,4,3.80,14.25,3.75,4.50,0.75,0.75,5,2,0,0,0
681892,Kody Funderburk,2024,27,27,0,48,20,26,10,1,4,32,15,0,41,5,.301,136,.381,.478,.859,1,5,.833,.167,5,652,6.49,34.2,1,0,1,1,5,0,25,1.62,161,104,27,0,0,401,.620,5,1,4,1,65,2.40,1.000,18.81,6,2.13,8.31,3.89,10.64,6.75,1.04,19,9,0,1,4
681892,Kody Funderburk,2025,28,39,0,48,30,17,9,0,2,40,18,1,44,3,.275,160,.355,.369,.724,0,3,1.000,.000,3,725,3.51,41.0,4,1,1,1,7,0,16,1.51,183,123,39,0,0,452,.620,3,1,5,0,59,1.60,.800,17.68,11,2.22,8.78,3.95,9.66,3.73,0.44,12,5,0,0,2
681892,Kody Funderburk,2026,29,14,0,13,12,3,0,0,1,8,9,0,8,2,.195,41,.365,.268,.633,1,0,.000,1.000,0,200,2.31,11.2,1,1,1,1,4,0,3,1.46,52,35,14,0,0,112,.560,2,0,0,1,11,1.08,.500,17.14,1,0.89,6.17,6.94,6.17,2.31,0.77,7,2,0,0,0
683232,Nick Mears,2020,23,4,0,5,3,3,1,0,1,7,7,0,4,0,.222,18,.423,.444,.867,0,0,.---,.---,1,114,5.40,5.0,0,0,0,0,0,0,3,2.20,26,15,4,0,0,62,.540,0,0,1,0,8,1.67,.---,22.80,2,1.00,12.60,12.60,7.20,5.40,1.80,3,1,0,0,1
683232,Nick Mears,2021,24,30,0,20,26,14,3,0,5,23,13,1,25,0,.269,93,.355,.462,.817,0,4,1.000,.000,1,452,5.01,23.1,1,0,0,5,3,5,13,1.63,107,70,30,0,0,284,.630,0,0,3,0,43,0.77,1.000,19.37,6,1.77,8.87,5.01,9.64,5.40,1.93,22,13,0,0,1
683232,Nick Mears,2022,25,2,0,2,2,0,0,0,0,2,1,0,1,0,.143,7,.250,.143,.393,0,0,.---,.---,0,31,0.00,2.0,0,0,0,0,1,0,0,1.00,8,6,2,0,0,21,.680,0,0,0,0,1,1.00,.---,15.50,0,2.00,9.00,4.50,4.50,0.00,0.00,0,0,0,0,0
683232,Nick Mears,2023,26,16,0,11,26,8,2,2,1,21,14,0,14,1,.194,72,.333,.319,.652,0,1,1.000,.000,1,362,3.72,19.1,0,1,0,0,1,0,8,1.45,87,58,16,0,0,218,.600,1,1,1,0,23,0.42,.000,18.72,5,1.50,9.78,6.52,6.52,3.72,0.47,2,1,0,0,0
683232,Nick Mears,2024,27,41,0,34,44,30,11,0,2,57,21,1,47,0,.264,178,.335,.360,.695,0,3,1.000,.000,3,830,5.56,45.1,1,4,0,2,8,2,28,1.50,203,136,41,0,0,544,.660,0,0,3,0,64,0.77,.200,18.31,11,2.71,11.32,4.17,9.33,5.96,0.40,11,2,0,0,4
683232,Nick Mears,2024,27,13,0,7,11,10,2,0,5,18,3,0,14,0,.280,50,.321,.620,.941,1,1,.500,.500,0,198,7.30,12.1,0,1,0,0,6,0,10,1.38,53,37,13,0,0,142,.720,0,0,0,0,31,0.64,.000,16.05,1,6.00,13.14,2.19,10.22,7.30,3.65,2,1,0,0,0
683232,Nick Mears,2024,27,54,0,41,55,40,13,0,7,75,24,1,61,0,.268,228,.332,.417,.749,1,4,.800,.200,3,1028,5.93,57.2,1,5,0,2,14,2,38,1.47,256,173,54,0,0,686,.670,0,0,3,0,95,0.75,.167,17.83,12,3.13,11.71,3.75,9.52,6.24,1.09,13,3,0,0,4
683232,Nick Mears,2025,28,63,0,45,74,25,6,2,7,46,13,1,42,1,.213,197,.255,.371,.626,2,2,.500,.500,3,845,3.49,56.2,5,3,1,7,17,6,22,0.97,221,170,63,0,0,591,.700,1,0,2,0,73,0.61,.625,14.91,4,3.54,7.31,2.06,6.67,3.97,1.11,50,14,0,1,9
683232,Nick Mears,2026,29,12,0,12,11,3,3,1,0,9,6,0,6,0,.167,36,.279,.306,.585,0,0,.---,.---,1,187,2.45,11.0,2,1,0,2,3,2,3,1.09,44,33,12,0,0,112,.600,0,0,1,0,11,1.09,.667,17.00,1,1.50,7.36,4.91,4.91,2.45,0.00,6,3,0,1,1
687911,Bryan King,2024,27,28,0,22,22,7,5,0,1,32,10,0,20,3,.211,95,.303,.295,.598,0,0,.---,.---,3,416,2.39,26.1,1,0,0,0,0,0,7,1.14,109,79,28,0,0,273,.660,3,0,0,0,28,1.00,1.000,15.80,7,3.20,10.94,3.42,6.84,2.39,0.34,12,4,0,0,1
687911,Bryan King,2025,28,68,0,57,74,21,7,0,10,69,11,0,60,4,.233,258,.273,.376,.649,0,1,1.000,.000,4,1046,2.78,68.0,5,4,2,5,27,3,21,1.04,275,204,68,0,0,722,.690,4,0,3,0,97,0.77,.556,15.38,11,6.27,9.13,1.46,7.94,2.78,1.32,23,1,0,0,2
687911,Bryan King,2026,29,10,0,13,8,7,2,1,0,13,5,1,11,3,.244,45,.358,.333,.691,0,1,1.000,.000,2,206,3.86,11.2,0,1,1,2,2,1,5,1.37,53,35,10,0,0,138,.670,3,0,0,0,15,1.63,.000,17.66,3,2.60,10.03,3.86,8.49,5.40,0.00,7,4,0,0,0
688642,Zach Agnos,2025,24,30,0,34,37,25,10,1,5,19,17,0,31,0,.261,119,.350,.487,.837,2,0,.000,1.000,2,527,6.61,31.1,1,3,4,4,3,0,23,1.53,138,94,30,0,0,309,.590,0,0,2,1,58,0.92,.250,16.82,14,1.12,5.46,4.88,8.90,7.18,1.44,9,1,0,1,1
688642,Zach Agnos,2026,25,9,0,20,15,12,4,1,2,16,7,1,21,0,.300,70,.359,.471,.830,0,1,1.000,.000,2,309,5.71,17.1,0,0,2,2,0,0,11,1.62,79,52,9,0,0,198,.640,0,0,0,0,33,1.33,.---,17.83,4,2.29,8.31,3.63,10.90,6.23,1.04,3,0,0,1,1
690928,Hunter Dobbins,2025,25,13,11,69,62,30,14,1,6,45,17,1,61,2,.257,237,.313,.401,.714,1,1,.500,.500,7,931,4.13,61.0,4,1,0,1,0,1,28,1.28,256,183,13,0,0,602,.650,2,0,0,1,95,1.11,.800,15.26,0,2.65,6.64,2.51,9.00,4.43,0.89,0,0,0,0,0
690928,Hunter Dobbins,2026,26,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,.---,0,0,-.--,0.0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,-.--,0,0,0,0,0,-.--,.---,-.--,0,-.--,-.--,-.--,-.--,-.--,-.--,0,0,0,0,0
694973,Paul Skenes,2024,22,23,23,122,90,31,14,1,10,170,32,0,94,6,.198,475,.257,.295,.552,1,6,.857,.143,15,2125,1.96,133.0,11,3,0,0,0,0,29,0.95,514,399,23,0,0,1404,.660,6,1,2,3,140,1.36,.786,15.98,0,5.31,11.50,2.17,6.36,2.10,0.68,0,0,0,0,1
694973,Paul Skenes,2025,23,32,32,167,166,45,37,2,11,216,42,0,136,6,.199,684,.251,.307,.558,2,4,.667,.333,13,2997,1.97,187.2,10,10,0,0,0,0,41,0.95,733,563,32,1,0,1952,.650,6,0,2,1,210,1.01,.500,15.97,0,5.14,10.36,2.01,6.52,2.16,0.53,0,0,0,0,1
694973,Paul Skenes,2026,24,7,7,31,26,11,2,1,4,33,7,0,16,2,.152,105,.217,.305,.522,0,0,.---,.---,1,475,3.00,30.0,4,1,0,0,0,0,10,0.77,116,90,7,0,0,312,.660,2,0,0,0,32,1.19,.800,15.83,0,4.71,9.90,2.10,4.80,3.30,1.20,0,0,1,0,1
695418,Brad Lord,2025,25,48,19,146,120,65,22,3,17,108,43,0,126,3,.255,494,.317,.415,.732,5,3,.375,.625,13,2128,4.34,130.2,5,10,0,0,7,0,63,1.29,546,392,48,0,0,1376,.650,3,0,1,0,205,1.22,.333,16.29,2,2.51,7.44,2.96,8.68,4.48,1.17,14,5,0,3,3
695418,Brad Lord,2026,26,10,0,34,17,10,2,0,3,14,4,1,19,2,.229,83,.278,.361,.639,0,0,.---,.---,2,358,3.74,21.2,1,0,0,0,2,0,9,1.06,90,65,10,0,0,247,.690,2,0,1,0,30,2.00,1.000,16.52,2,3.50,5.82,1.66,7.89,4.15,1.25,8,4,0,0,1
