player_id,game_id,team_side,team_name,opponent_pitcher_name,opponent_pitcher_hand,batter_bat_side,lineup_position,batting_order_raw,batter_bats_left,batter_bats_right,batter_switch_hitter,pitcher_throws_left,platoon_advantage
641755,824932,home,Atlanta Braves,Andrew Painter,,,0,,0,0,0,0,0
676510,824932,away,Philadelphia Phillies,Grant Holmes,,,0,,0,0,0,0,0
663855,824611,home,Chicago White Sox,Miles Mikolas,,,0,,0,0,0,0,0
681198,823638,away,Colorado Rockies,Freddy Peralta,,,0,,0,0,0,0,0
669199,823232,away,Miami Marlins,Adrian Houser,,,0,,0,0,0,0,0
656537,824611,home,Chicago White Sox,Miles Mikolas,,,0,,0,0,0,0,0
677951,824124,home,Kansas City Royals,Yusei Kikuchi,,,2,200,0,0,0,0,0
696030,822909,home,Texas Rangers,Luis Severino,,,0,,0,0,0,0,0
677870,823232,away,Miami Marlins,Adrian Houser,,,0,,0,0,0,0,0
676083,823232,away,Miami Marlins,Adrian Houser,,,0,,0,0,0,0,0
518692,823962,home,Los Angeles Dodgers,Jameson Taillon,,,0,,0,0,0,0,0
500743,823962,home,Los Angeles Dodgers,Jameson Taillon,,,0,,0,0,0,0,0
663558,824854,away,Boston Red Sox,Brandon Young,,,0,,0,0,0,0,0
670623,824204,home,Houston Astros,Will Warren,,,0,,0,0,0,0,0
650644,822909,away,Athletics,Nathan Eovaldi,,,0,,0,0,0,0,0
620443,823638,home,New York Mets,Michael Lorenzen,,,0,,0,0,0,0,0
668939,824854,home,Baltimore Orioles,Brayan Bello,,,0,,0,0,0,0,0
645261,823232,away,Miami Marlins,Adrian Houser,,,0,,0,0,0,0,0
666171,824124,away,Los Angeles Angels,Noah Cameron,,,0,,0,0,0,0,0
663623,824611,away,Washington Nationals,Bryan Hudson,,,0,,0,0,0,0,0
686681,824124,home,Kansas City Royals,Yusei Kikuchi,,,9,900,0,0,0,0,0
542303,823800,away,Pittsburgh Pirates,Brandon Woodruff,,,0,,0,0,0,0,0
605137,822992,away,Minnesota Twins,Drew Rasmussen,,,0,,0,0,0,0,0
683004,822909,home,Texas Rangers,Luis Severino,,,0,,0,0,0,0,0
682227,824529,home,Cincinnati Reds,Framber Valdez,,,0,,0,0,0,0,0
621237,824932,away,Philadelphia Phillies,Grant Holmes,,,0,,0,0,0,0,0
691594,823232,away,Miami Marlins,Adrian Houser,,,0,,0,0,0,0,0
690993,824529,away,Detroit Tigers,Andrew Abbott,,,0,,0,0,0,0,0
572955,824529,home,Cincinnati Reds,Framber Valdez,,,0,,0,0,0,0,0
680736,823962,home,Los Angeles Dodgers,Jameson Taillon,,,0,,0,0,0,0,0
624641,824932,away,Philadelphia Phillies,Grant Holmes,,,0,,0,0,0,0,0
666018,822992,home,Tampa Bay Rays,Taj Bradley,,,3,300,0,0,0,0,0
669373,824529,away,Detroit Tigers,Andrew Abbott,,,0,,0,0,0,0,0
670242,822992,away,Minnesota Twins,Drew Rasmussen,,,7,700,0,0,0,0,0
672960,822827,home,Toronto Blue Jays,Gavin Williams,,,7,700,0,0,0,0,0
677952,823800,away,Pittsburgh Pirates,Brandon Woodruff,,,0,,0,0,0,0,0
656222,822909,home,Texas Rangers,Luis Severino,,,0,,0,0,0,0,0
668723,822992,home,Tampa Bay Rays,Taj Bradley,,,0,,0,0,0,0,0
595978,822827,away,Cleveland Guardians,Max Scherzer,,,0,,0,0,0,0,0
680732,824611,home,Chicago White Sox,Miles Mikolas,,,0,,0,0,0,0,0
694025,824932,away,Philadelphia Phillies,Grant Holmes,,,0,,0,0,0,0,0
682877,822827,away,Cleveland Guardians,Max Scherzer,,,0,,0,0,0,0,0
682842,823800,home,Milwaukee Brewers,Paul Skenes,,,0,,0,0,0,0,0
686218,823962,home,Los Angeles Dodgers,Jameson Taillon,,,0,,0,0,0,0,0
669224,824204,away,New York Yankees,Lance McCullers Jr.,,,0,,0,0,0,0,0
595879,824529,away,Detroit Tigers,Andrew Abbott,,,0,,0,0,0,0,0
