player_id,game_id,team_side,team_name,opponent_pitcher_name,opponent_pitcher_hand,batter_bat_side,lineup_position,batting_order_raw,batter_bats_left,batter_bats_right,batter_switch_hitter,pitcher_throws_left,platoon_advantage
445276,824929,away,Detroit Tigers,Bryce Elder,,,0,,0,0,0,0,0
472610,823714,home,Minnesota Twins,Kevin Gausman,,,0,,0,0,0,0,0
500779,824524,away,Colorado Rockies,Andrew Abbott,,,0,,0,0,0,0,0
514888,824848,away,Houston Astros,Chris Bassitt,,,5,500,0,0,0,0,0
514888,824850,away,Houston Astros,Brandon Young,,,0,,0,0,0,0,0
516782,825016,away,Kansas City Royals,Jeffrey Springs,,,6,600,0,0,0,0,0
518876,823795,away,Arizona Diamondbacks,Brandon Woodruff,,,0,,0,0,0,0,0
518886,823634,home,New York Mets,Miles Mikolas,,,0,,0,0,0,0,0
519242,824929,home,Atlanta Braves,Framber Valdez,,,0,,0,0,0,0,0
521692,825016,away,Kansas City Royals,Jeffrey Springs,,,4,400,0,0,0,0,0
527048,824929,home,Atlanta Braves,Framber Valdez,,,0,,0,0,0,0,0
542303,823391,home,Pittsburgh Pirates,Hunter Dobbins,,,0,,0,0,0,0,0
543510,823795,away,Arizona Diamondbacks,Brandon Woodruff,,,9,900,0,0,0,0,0
543760,823634,home,New York Mets,Miles Mikolas,,,6,600,0,0,0,0,0
543807,823714,away,Toronto Blue Jays,Bailey Ober,,,0,,0,0,0,0,0
543877,824848,away,Houston Astros,Chris Bassitt,,,9,900,0,0,0,0,0
543877,824850,away,Houston Astros,Brandon Young,,,0,,0,0,0,0,0
545121,823795,away,Arizona Diamondbacks,Brandon Woodruff,,,5,500,0,0,0,0,0
547179,824524,away,Colorado Rockies,Andrew Abbott,,,0,,0,0,0,0,0
547180,823471,home,Philadelphia Phillies,,,,0,,0,0,0,0,0
547180,823472,home,Philadelphia Phillies,Logan Webb,,,3,300,0,0,0,0,0
548384,823634,home,New York Mets,Miles Mikolas,,,0,,0,0,0,0,0
552640,824848,home,Baltimore Orioles,Peter Lambert,,,0,,0,0,0,0,0
552640,824850,home,Baltimore Orioles,Lance McCullers Jr.,,,0,,0,0,0,0,0
553869,825016,away,Kansas City Royals,Jeffrey Springs,,,9,900,0,0,0,0,0
554430,823471,home,Philadelphia Phillies,,,,0,,0,0,0,0,0
554430,823472,home,Philadelphia Phillies,Logan Webb,,,0,,0,0,0,0,0
571448,823795,away,Arizona Diamondbacks,Brandon Woodruff,,,7,700,0,0,0,0,0
571578,823714,away,Toronto Blue Jays,Bailey Ober,,,0,,0,0,0,0,0
571657,824929,home,Atlanta Braves,Framber Valdez,,,7,700,0,0,0,0,0
571945,823634,away,Washington Nationals,Freddy Peralta,,,0,,0,0,0,0,0
572143,824929,away,Detroit Tigers,Bryce Elder,,,0,,0,0,0,0,0
572233,824848,away,Houston Astros,Chris Bassitt,,,4,400,0,0,0,0,0
572233,824850,away,Houston Astros,Brandon Young,,,0,,0,0,0,0,0
572955,824524,home,Cincinnati Reds,Michael Lorenzen,,,0,,0,0,0,0,0
573009,823714,away,Toronto Blue Jays,Bailey Ober,,,0,,0,0,0,0,0
573124,823714,home,Minnesota Twins,Kevin Gausman,,,0,,0,0,0,0,0
573262,824929,home,Atlanta Braves,Framber Valdez,,,0,,0,0,0,0,0
592332,823714,away,Toronto Blue Jays,Bailey Ober,,,0,,0,0,0,0,0
592662,823471,away,San Francisco Giants,,,,0,,0,0,0,0,0
592662,823472,away,San Francisco Giants,Cristopher Sánchez,,,0,,0,0,0,0,0
592773,823391,away,St. Louis Cardinals,Paul Skenes,,,0,,0,0,0,0,0
593958,823795,away,Arizona Diamondbacks,Brandon Woodruff,,,0,,0,0,0,0,0
594580,824524,home,Cincinnati Reds,Michael Lorenzen,,,0,,0,0,0,0,0
595345,824848,away,Houston Astros,Chris Bassitt,,,0,,0,0,0,0,0
595345,824850,away,Houston Astros,Brandon Young,,,0,,0,0,0,0,0
596103,823634,home,New York Mets,Miles Mikolas,,,0,,0,0,0,0,0
596117,823471,home,Philadelphia Phillies,,,,0,,0,0,0,0,0
596117,823472,home,Philadelphia Phillies,Logan Webb,,,0,,0,0,0,0,0
596133,823634,home,New York Mets,Miles Mikolas,,,0,,0,0,0,0,0
596142,823795,home,Milwaukee Brewers,Michael Soroka,,,0,,0,0,0,0,0
602104,823391,away,St. Louis Cardinals,Paul Skenes,,,0,,0,0,0,0,0
605130,825016,home,Athletics,Noah Cameron,,,0,,0,0,0,0,0
605135,824848,home,Baltimore Orioles,Peter Lambert,,,0,,0,0,0,0,0
605135,824850,home,Baltimore Orioles,Lance McCullers Jr.,,,0,,0,0,0,0,0
605137,823714,home,Minnesota Twins,Kevin Gausman,,,0,,0,0,0,0,0
605170,823714,home,Minnesota Twins,Kevin Gausman,,,0,,0,0,0,0,0
605244,823795,away,Arizona Diamondbacks,Brandon Woodruff,,,0,,0,0,0,0,0
605280,823634,home,New York Mets,Miles Mikolas,,,0,,0,0,0,0,0
605288,823471,away,San Francisco Giants,,,,0,,0,0,0,0,0
605288,823472,away,San Francisco Giants,Cristopher Sánchez,,,0,,0,0,0,0,0
605400,823471,home,Philadelphia Phillies,,,,0,,0,0,0,0,0
605400,823472,home,Philadelphia Phillies,Logan Webb,,,0,,0,0,0,0,0
605488,825016,home,Athletics,Noah Cameron,,,0,,0,0,0,0,0
605540,823795,home,Milwaukee Brewers,Michael Soroka,,,0,,0,0,0,0,0
606303,824929,home,Atlanta Braves,Framber Valdez,,,0,,0,0,0,0,0
606466,823795,away,Arizona Diamondbacks,Brandon Woodruff,,,2,200,0,0,0,0,0
606965,823391,home,Pittsburgh Pirates,Hunter Dobbins,,,0,,0,0,0,0,0
606992,823471,away,San Francisco Giants,,,,0,,0,0,0,0,0
606992,823472,away,San Francisco Giants,Cristopher Sánchez,,,0,,0,0,0,0,0
607208,823471,home,Philadelphia Phillies,,,,0,,0,0,0,0,0
607208,823472,home,Philadelphia Phillies,Logan Webb,,,1,100,0,0,0,0,0
607455,823714,home,Minnesota Twins,Kevin Gausman,,,0,,0,0,0,0,0
607481,824929,home,Atlanta Braves,Framber Valdez,,,0,,0,0,0,0,0
607536,824524,away,Colorado Rockies,Andrew Abbott,,,0,,0,0,0,0,0
607625,825016,away,Kansas City Royals,Jeffrey Springs,,,0,,0,0,0,0,0
608372,824524,away,Colorado Rockies,Andrew Abbott,,,0,,0,0,0,0,0
608379,825016,away,Kansas City Royals,Jeffrey Springs,,,0,,0,0,0,0,0
620443,823634,home,New York Mets,Miles Mikolas,,,8,800,0,0,0,0,0
621043,824848,away,Houston Astros,Chris Bassitt,,,1,100,0,0,0,0,0
621043,824850,away,Houston Astros,Brandon Young,,,0,,0,0,0,0,0
621121,824848,away,Houston Astros,Chris Bassitt,,,0,,0,0,0,0,0
621121,824850,away,Houston Astros,Brandon Young,,,0,,0,0,0,0,0
621237,823471,home,Philadelphia Phillies,,,,0,,0,0,0,0,0
621237,823472,home,Philadelphia Phillies,Logan Webb,,,0,,0,0,0,0,0
621366,823471,away,San Francisco Giants,,,,0,,0,0,0,0,0
621366,823472,away,San Francisco Giants,Cristopher Sánchez,,,0,,0,0,0,0,0
621381,825016,away,Kansas City Royals,Jeffrey Springs,,,0,,0,0,0,0,0
621383,823471,home,Philadelphia Phillies,,,,0,,0,0,0,0,0
621383,823472,home,Philadelphia Phillies,Logan Webb,,,0,,0,0,0,0,0
621438,823634,home,New York Mets,Miles Mikolas,,,0,,0,0,0,0,0
621439,823714,home,Minnesota Twins,Kevin Gausman,,,0,,0,0,0,0,0
621493,824848,home,Baltimore Orioles,Peter Lambert,,,2,200,0,0,0,0,0
