player_id,player_name,position,lineup_position,batter_bat_side,opponent_pitcher_name,opponent_pitcher_hand,platoon_advantage,away_team,home_team,game_datetime,p_hit
645277,Ozzie Albies,2B,3,,Framber Valdez,,0,Detroit Tigers,Atlanta Braves,2026-04-30T16:15:00Z,0.6959590315818787
805808,Kevin McGonigle,SS,1,,Bryce Elder,,0,Detroit Tigers,Atlanta Braves,2026-04-30T16:15:00Z,0.683539605140686
