player_id,player_name,position,lineup_position,batter_bat_side,opponent_pitcher_name,opponent_pitcher_hand,platoon_advantage,away_team,home_team,game_datetime,p_hit
676391,Ernie Clement,3B,2,,Gavin Williams,,0,Cleveland Guardians,Toronto Blue Jays,2026-04-24T23:07:00Z,1.0
665489,Vladimir Guerrero,1B,3,,Gavin Williams,,0,Cleveland Guardians,Toronto Blue Jays,2026-04-24T23:07:00Z,1.0
