player_id,player_name,position,away_team,home_team,game_datetime,p_hit
669084,DL Hall,P,Milwaukee Brewers,Detroit Tigers,2026-04-23T17:10:00Z,0.872857141494751
678554,Curtis Mead,1B,Atlanta Braves,Washington Nationals,2026-04-23T17:05:00Z,0.872857141494751
