player_id,player_name,position,lineup_position,batter_bat_side,opponent_pitcher_name,opponent_pitcher_hand,platoon_advantage,away_team,home_team,game_datetime,p_hit
665833,Oneil Cruz,CF,0,,,,0,Pittsburgh Pirates,Texas Rangers,2026-04-24T00:05:00Z,1.0
671739,Michael Harris,CF,0,,,,0,Atlanta Braves,Washington Nationals,2026-04-23T17:05:00Z,1.0
