run_timestamp,data_date,historical_rows,todays_games,player_game_rows,unique_players,training_rows,hit_distribution,feature_count,cv_roc_auc_mean,cv_roc_auc_std,training_roc_auc,brier_score,top_feature_importances
2026-04-30T13:02:27.523681,2026-04-30,46181,11,580,472,45625,"{""0"": 19079, ""1"": 26546}",37,0.5790175247081921,0.00461775096170859,0.6686018634973183,0.22755743208349274,"[{""feature"": ""roll30_ab_per_game"", ""importance"": 0.14085583090782167}, {""feature"": ""roll14_ab_per_game"", ""importance"": 0.04633452370762825}, {""feature"": ""roll7_ab_per_game"", ""importance"": 0.04418412074446678}, {""feature"": ""roll14_hit_game_rate"", ""importance"": 0.039742739498615266}, {""feature"": ""current_avg"", ""importance"": 0.037334778159856793}, {""feature"": ""last5_hit_games"", ""importance"": 0.037070275843143465}, {""feature"": ""season_pa"", ""importance"": 0.036778660118579866}, {""feature"": ""season_hits"", ""importance"": 0.035864115506410596}, {""feature"": ""season_avg"", ""importance"": 0.03514622524380684}, {""feature"": ""roll30_hit_game_rate"", ""importance"": 0.03505299240350723}, {""feature"": ""last_avg"", ""importance"": 0.03495501279830933}, {""feature"": ""pitcher_era"", ""importance"": 0.03425897210836411}, {""feature"": ""current_hits"", ""importance"": 0.033877994120121005}, {""feature"": ""roll14_avg"", ""importance"": 0.0332274541258812}, {""feature"": ""roll2_avg"", ""importance"": 0.033092334121465686}]"
