run_timestamp,data_date,historical_rows,todays_games,player_game_rows,unique_players,training_rows,hit_distribution,feature_count,cv_roc_auc_mean,cv_roc_auc_std,training_roc_auc,brier_score,top_feature_importances
2026-04-30T13:16:20.045872,2026-04-30,46181,11,580,472,45625,"{""0"": 19079, ""1"": 26546}",52,0.5774488136484239,0.004658101374554063,0.6676712309926038,0.22778689290305335,"[{""feature"": ""roll30_ab_per_game"", ""importance"": 0.12287075966596603}, {""feature"": ""roll14_ab_per_game"", ""importance"": 0.07092310637235641}, {""feature"": ""roll7_ab_per_game"", ""importance"": 0.040616782009601594}, {""feature"": ""season_avg"", ""importance"": 0.03995733708143234}, {""feature"": ""current_avg"", ""importance"": 0.03745574206113815}, {""feature"": ""roll14_hit_game_rate"", ""importance"": 0.0373458981513977}, {""feature"": ""roll30_hit_game_rate"", ""importance"": 0.03716550320386887}, {""feature"": ""season_hits"", ""importance"": 0.03549315705895424}, {""feature"": ""last_avg"", ""importance"": 0.03513871729373932}, {""feature"": ""current_hits"", ""importance"": 0.035068582743406296}, {""feature"": ""season_pa"", ""importance"": 0.033977124094963077}, {""feature"": ""last5_hit_games"", ""importance"": 0.03285034447908401}, {""feature"": ""pitcher_era"", ""importance"": 0.03277030065655708}, {""feature"": ""roll2_avg"", ""importance"": 0.03248967155814171}, {""feature"": ""current_at_bats"", ""importance"": 0.0321721937507391}]"
